Debug | notauth:: | 15/06/2018 00:01:04:14 | 13 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.seguridad.entityframework.SeguridadEntityFrameworkModule, com.cpp.calypso.entityframework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.proyecto.entityframework.ProyectoEntityFrameworkModule, com.cpp.calypso.proyecto.entityframework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.comun.aplicacion.ComunAplicacionModule, com.cpp.calypso.comun.aplicacion, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.seguridad.aplicacion.SeguridadAplicacionModule, com.cpp.calypso.seguridad.aplicacion, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: com.cpp.calypso.proyecto.aplicacion.ProyectoAplicacionModule, com.cpp.calypso.proyecto.aplicacion, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=3.6.1.0, Culture=neutral, PublicKeyToken=null | AbpModuleManager.CreateModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:39:439 | 1 | Abp.Modules.AbpModuleManager             | 17 modules loaded. | AbpModuleManager.LoadAllModules => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:42:442 | 1 | Abp.EntityFramework.AbpEntityFrameworkModule | Registering DbContext: com.cpp.calypso.web.PrincipalDbContext, com.cpp.calypso.web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | AbpEntityFrameworkModule.RegisterGenericRepositoriesAndMatchDbContexes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:55:455 | 1 | Abp.Localization.LocalizationManager     | Initializing 2 localization sources. | LocalizationManager.InitializeSources => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:55:455 | 1 | Abp.Localization.LocalizationManager     | Initialized localization source: Abp | LocalizationManager.InitializeSources => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:55:455 | 1 | Abp.Localization.LocalizationManager     | Initialized localization source: AbpWeb | LocalizationManager.InitializeSources => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.BackgroundJobs.BackgroundJobManager  | Start background worker: Abp.BackgroundJobs.BackgroundJobManager | BackgroundWorkerBase.Start => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | Found 11 classes define auto mapping attributes | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.ModuloFuncionalidDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.CrearUsuarioDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.ModuloDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.MyUsuarioDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.RolDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.RolPermisosDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.PermisoDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.AccionDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.seguridad.aplicacion.UsuarioDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.proyecto.aplicacion.ProyectoDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:56:456 | 1 | Abp.AutoMapper.AbpAutoMapperModule       | com.cpp.calypso.proyecto.aplicacion.ActividadDto | AbpAutoMapperModule.FindAndAutoMapTypes => CastleNlogLogger.Debug => NLogLogger.Debug |  | !
Debug | notauth:: | 15/06/2018 00:04:58:458 | 1 | Abp.Logging.LogHelper                    | Dynamic web api controller is created for type 'com.cpp.calypso.seguridad.aplicacion.IModuloService' with service name 'app/moduloService'. | AbpWebApiModule.PostInitialize => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:58:458 | 1 | Abp.Logging.LogHelper                    | Dynamic web api controller is created for type 'com.cpp.calypso.seguridad.aplicacion.IRolService' with service name 'app/rolService'. | AbpWebApiModule.PostInitialize => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:04:58:458 | 1 | Abp.Logging.LogHelper                    | Dynamic web api controller is created for type 'com.cpp.calypso.seguridad.aplicacion.IUsuarioService' with service name 'app/usuarioService'. | AbpWebApiModule.PostInitialize => CastleNlogLogger.DebugFormat => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:01:51 | 9 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:01:51 | 9 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:02:52 | 11 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:02:52 | 11 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:03:53 | 11 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:03:53 | 11 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:03:53 | 11 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:18:518 | 11 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:05:44:544 | 11 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:07:09:79 | 9 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | notauth:: | 15/06/2018 00:07:09:79 | 9 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Warn  | auth:ApplicationCookie:admin | 15/06/2018 00:07:13:713 | 16 | Abp.Logging.LogHelper                    | ISettingStore is not implemented, using AppSettingAbpSettingStore which does not support CreateAsync. Key Abp.Localization.DefaultLanguageName | AppSettingAbpSettingStore.CreateAsync => CastleNlogLogger.Warn => NLogLogger.Warn |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:13:713 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:13:713 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:13:713 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:13:713 | 16 | com.cpp.calypso.web.SecurityControllerHelper | Resultado de omitir controladores : [Inicio]. Cantidad de elementos que coincide con la nombre  de controlador desde el listado de omitidos : [1] | SecurityControllerHelper.SkipControllerActionSecurity => SecurityControllerHelper.SkipControllerSecurity => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:13:713 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Info  | auth:ApplicationCookie:admin | 15/06/2018 00:07:14:714 | 16 | Abp.Auditing.SimpleLogAuditingStore      | AUDIT LOG: com.cpp.calypso.web.InicioController.Index is executed by user 1 in 277 ms from 127.0.0.1 IP address with succeed. | SimpleLogAuditingStore.SaveAsync => CastleNlogLogger.Info => NLogLogger.Info |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:18:718 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Info  | auth:ApplicationCookie:admin | 15/06/2018 00:07:18:718 | 16 | Abp.Auditing.SimpleLogAuditingStore      | AUDIT LOG: com.cpp.calypso.comun.aplicacion.ParametroService.GetValor is executed by user 1 in 1 ms from 127.0.0.1 IP address with succeed. | SimpleLogAuditingStore.SaveAsync => CastleNlogLogger.Info => NLogLogger.Info |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:18:718 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:18:718 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:18:718 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:18:718 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:18:718 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:19:719 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Info  | auth:ApplicationCookie:admin | 15/06/2018 00:07:19:719 | 16 | Abp.Auditing.SimpleLogAuditingStore      | AUDIT LOG: com.cpp.calypso.comun.aplicacion.MenuService.GetItemMenuAutorizados is executed by user 1 in 303 ms from 127.0.0.1 IP address with succeed. | SimpleLogAuditingStore.SaveAsync => CastleNlogLogger.Info => NLogLogger.Info |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:20:720 | 16 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Info  | auth:ApplicationCookie:admin | 15/06/2018 00:07:20:720 | 16 | Abp.Auditing.SimpleLogAuditingStore      | AUDIT LOG: com.cpp.calypso.comun.aplicacion.ParametroService.GetValor is executed by user 1 in 0 ms from 127.0.0.1 IP address with succeed. | SimpleLogAuditingStore.SaveAsync => CastleNlogLogger.Info => NLogLogger.Info |  | !
Warn  | auth:ApplicationCookie:admin | 15/06/2018 00:07:20:720 | 20 | Abp.Logging.LogHelper                    | ISettingStore is not implemented, using AppSettingAbpSettingStore which does not support CreateAsync. Key Abp.Localization.DefaultLanguageName | AppSettingAbpSettingStore.CreateAsync => CastleNlogLogger.Warn => NLogLogger.Warn |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:20:720 | 20 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:20:720 | 20 | com.cpp.calypso.web.SecurityControllerHelper | Resultado de omitir controladores : [AbpScripts]. Cantidad de elementos que coincide con la nombre  de controlador desde el listado de omitidos : [1] | SecurityControllerHelper.SkipControllerActionSecurity => SecurityControllerHelper.SkipControllerSecurity => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:20:720 | 20 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Warn  | auth:ApplicationCookie:admin | 15/06/2018 00:07:25:725 | 4 | Abp.Logging.LogHelper                    | ISettingStore is not implemented, using AppSettingAbpSettingStore which does not support CreateAsync. Key Abp.Localization.DefaultLanguageName | AppSettingAbpSettingStore.CreateAsync => CastleNlogLogger.Warn => NLogLogger.Warn |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:25:725 | 4 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:25:725 | 4 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:25:725 | 4 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:25:725 | 4 | com.cpp.calypso.web.SecurityControllerHelper | Resultado de omitir controladores : [Usuario]. Cantidad de elementos que coincide con la nombre  de controlador desde el listado de omitidos : [0] | SecurityControllerHelper.SkipControllerActionSecurity => SecurityControllerHelper.SkipControllerSecurity => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:25:725 | 4 | com.cpp.calypso.web.SecurityControllerHelper | Resultado de omitir action : [Index]. Cantidad de elementos que coincide con la accion desde el listado de omitidos : [0] | SecurityControllerHelper.SkipControllerActionSecurity => SecurityControllerHelper.SkipActionSecurity => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:25:725 | 4 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Info  | auth:ApplicationCookie:admin | 15/06/2018 00:07:27:727 | 4 | Abp.Auditing.SimpleLogAuditingStore      | AUDIT LOG: com.cpp.calypso.comun.aplicacion.FuncionalidadService.GetFuncionalidades is executed by user 1 in 1238 ms from 127.0.0.1 IP address with succeed. | SimpleLogAuditingStore.SaveAsync => CastleNlogLogger.Info => NLogLogger.Info |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:27:727 | 4 | com.cpp.calypso.web.SecurityControllerHelper | Resultado de convertir nombre de controlador : [USUARIO] a funcionalidad del sistema : [Gestión de Usuarios], cantidad de resultados que coincide : [1] | AuthorizeFilterAttribute.OnAuthorization => SecurityControllerHelper.ControllerToFunctionality => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:27:727 | 4 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:27:727 | 4 | com.cpp.calypso.web.GenericApplication   | Call GenericApplication.Construct | RuntimeMethodHandle.InvokeMethod => GenericApplication..ctor => NLogLogger.DebugFormat |  | !
Debug | auth:ApplicationCookie:admin | 15/06/2018 00:07:27:727 | 4 | com.cpp.calypso.seguridad.aplicacion.AuthorizationService | Verificar permiso de la accion GET en la funcionalidad 1 para el usuario [admin-administrador] | AsyncTaskMethodBuilder`1.Start => <Authorize>d__8.MoveNext => NLogLogger.DebugFormat |  | !
